SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW)
07-03-2024 20:35,112,0,0.32
07-03-2024 20:41,112,0,0.33
07-03-2024 20:46,112,0,0.32
07-03-2024 20:51,112,0,0.32
07-03-2024 20:56,112,0,0.33
07-03-2024 21:01,112,0,0.33
07-03-2024 21:06,112,0,0.33
07-03-2024 21:12,112,0,0.32
07-03-2024 21:17,112,0,0.28
07-03-2024 21:24,112,0,0.26
07-03-2024 21:28,112,0,0.27
07-03-2024 21:34,112,0,0.27
07-03-2024 21:39,112,0,0.27
07-03-2024 21:44,112,0,0.27
07-03-2024 21:49,112,0,0.27
07-03-2024 21:55,112,0,0.27
07-03-2024 22:00,112,0,0.28
07-03-2024 22:05,112,0,0.28
07-03-2024 22:10,112,0,0.27
07-03-2024 22:15,112,0,0.27
07-03-2024 22:20,112,0,0.29
07-03-2024 22:27,112,0,0.3
07-03-2024 22:32,112,0,0.29
07-03-2024 22:37,112,0,0.28
07-03-2024 22:42,112,0,0.29
07-03-2024 22:48,112,0,0.3
07-03-2024 22:53,112,0,0.3
07-03-2024 22:58,112,0,0.28
07-03-2024 23:03,112,0,0.28
07-03-2024 23:08,112,0,0.28
07-03-2024 23:13,112,0,0.27
07-03-2024 23:20,112,0,0.28
07-03-2024 23:25,112,0,0.28
07-03-2024 23:30,112,0,0.29
07-03-2024 23:36,112,0,0.29
07-03-2024 23:41,112,0,0.29
07-03-2024 23:46,112,0,0.29
07-03-2024 23:51,112,0,0.27
07-03-2024 23:57,112,0,0.28
07-04-2024 00:02,112,0,0.27
07-04-2024 00:07,112,0,0.27
07-04-2024 00:12,112,0,0.27
07-04-2024 00:18,112,0,0.27
07-04-2024 00:24,112,0,0.26
07-04-2024 00:29,112,0,0.26
07-04-2024 00:35,112,0,0.26
07-04-2024 00:40,112,0,0.26
07-04-2024 00:45,112,0,0.27
07-04-2024 00:50,112,0,0.26
07-04-2024 00:55,112,0,0.26
07-04-2024 01:00,112,0,0.27
07-04-2024 01:05,112,0,0.28
07-04-2024 01:10,112,0,0.27
07-04-2024 01:16,112,0,0.3
07-04-2024 01:22,112,0,0.3
07-04-2024 01:27,112,0,0.29
07-04-2024 01:32,112,0,0.3
07-04-2024 01:38,112,0,0.3
07-04-2024 01:43,112,0,0.29
07-04-2024 01:48,112,0,0.3
07-04-2024 01:53,112,0,0.3
07-04-2024 01:58,112,0,0.29
07-04-2024 02:04,112,0,0.3
07-04-2024 02:09,112,0,0.3
07-04-2024 02:15,112,0,0.3
07-04-2024 02:20,112,0,0.3
07-04-2024 02:26,112,0,0.29
07-04-2024 02:31,112,0,0.3
07-04-2024 02:36,112,0,0.3
07-04-2024 02:41,112,0,0.29
07-04-2024 02:47,112,0,0.27
07-04-2024 02:52,112,0,0.28
07-04-2024 02:57,112,0,0.28
07-04-2024 03:02,112,0,0.29
07-04-2024 03:08,112,0,0.28
07-04-2024 03:13,112,0,0.29
07-04-2024 03:20,112,0,0.29
07-04-2024 03:25,112,0,0.28
07-04-2024 03:30,112,0,0.28
07-04-2024 03:35,112,0,0.29
07-04-2024 03:40,112,0,0.28
07-04-2024 03:46,112,0,0.29
07-04-2024 03:51,112,0,0.28
07-04-2024 03:56,112,0,0.3
07-04-2024 04:01,112,0,0.29
07-04-2024 04:06,112,0,0.29
07-04-2024 04:12,112,0,0.29
07-04-2024 04:17,112,0,0.28
07-04-2024 04:22,112,0,0.3
07-04-2024 04:28,112,0,0.3
07-04-2024 04:34,112,0,0.29
07-04-2024 04:39,112,0,0.3
07-04-2024 04:44,112,0,0.31
07-04-2024 04:49,112,0,0.29
07-04-2024 04:54,112,0,0.29
07-04-2024 04:59,112,0,0.3
07-04-2024 05:05,112,0,0.3
07-04-2024 05:10,112,0,0.31
07-04-2024 05:15,112,0,0.29
07-04-2024 05:20,112,0,0.3
07-04-2024 05:27,112,0,0.3
07-04-2024 05:32,112,0,0.3
07-04-2024 05:37,112,0,0.29
07-04-2024 05:42,112,0,0.29
07-04-2024 05:47,112,0,0.3
07-04-2024 05:53,112,0,0.3
07-04-2024 05:58,112,0,0.28
07-04-2024 06:02,144,0,0.29
07-04-2024 06:03,147,0,0.29
07-04-2024 06:05,145,-0.1,
07-04-2024 06:06,147,0,0.29
07-04-2024 06:08,147,0,0.29
07-04-2024 06:09,150,0,0.29
07-04-2024 06:11,150,-0.1,
07-04-2024 06:12,147,0,0.29
07-04-2024 06:14,148,0,0.3
07-04-2024 06:18,145,0,0.28
07-04-2024 06:19,146,0,0.3
07-04-2024 06:20,148,0,0.29
07-04-2024 06:21,147,0,0.3
07-04-2024 06:23,161,-0.1,
07-04-2024 06:26,150,0,0.29
07-04-2024 06:28,149,0,0.3
07-04-2024 06:29,149,0,0.29
07-04-2024 06:32,152,0,0.3
07-04-2024 06:33,152,-0.1,
07-04-2024 06:35,153,0.1,0.31
07-04-2024 06:36,153,-0.1,
07-04-2024 06:38,155,-0.1,
07-04-2024 06:39,155,0.1,0.3
07-04-2024 06:41,157,-0.1,
07-04-2024 06:42,155,0.1,0.31
07-04-2024 06:43,156,0.1,0.3
07-04-2024 06:46,157,0.1,0.3
07-04-2024 06:48,156,0.1,0.3
07-04-2024 06:49,155,0.1,0.3
07-04-2024 06:50,153,0.1,0.3
07-04-2024 06:52,155,0.1,0.3
07-04-2024 06:53,156,0.1,0.32
07-04-2024 06:55,155,0.1,0.3
07-04-2024 06:56,159,0.1,0.3
07-04-2024 06:58,156,0.1,0.29
07-04-2024 06:59,155,0.1,0.31
07-04-2024 07:00,157,0.1,0.31
07-04-2024 07:03,158,0.1,0.31
07-04-2024 07:05,159,0.1,0.3
07-04-2024 07:06,157,0.1,0.31
07-04-2024 07:08,158,0.1,0.32
07-04-2024 07:10,156,0.1,0.32
07-04-2024 07:12,156,0.1,0.34
07-04-2024 07:14,155,-0.1,
07-04-2024 07:15,155,0.1,0.35
07-04-2024 07:16,157,0.1,0.34
07-04-2024 07:18,160,0.1,0.34
07-04-2024 07:19,158,0.1,0.34
07-04-2024 07:20,157,0.1,0.33
07-04-2024 07:24,156,0.2,0.33
07-04-2024 07:26,158,-0.1,
07-04-2024 07:28,156,0.2,0.32
07-04-2024 07:29,158,0.2,0.33
07-04-2024 07:30,155,0.2,0.35
07-04-2024 07:32,158,-0.1,
07-04-2024 07:33,160,-0.1,
07-04-2024 07:35,159,-0.1,
07-04-2024 07:37,159,0.2,0.34
07-04-2024 07:39,162,0.2,0.34
07-04-2024 07:40,162,0.2,0.34
07-04-2024 07:41,159,0.2,0.35
07-04-2024 07:45,162,0.2,0.34
07-04-2024 07:46,159,0.2,0.35
07-04-2024 07:47,160,0.2,0.35
07-04-2024 07:50,160,0.2,0.38
07-04-2024 07:51,162,0.2,0.38
07-04-2024 07:53,162,-0.1,
07-04-2024 07:56,162,-0.1,
07-04-2024 07:58,164,0.2,0.4
07-04-2024 07:59,161,0.2,0.37
07-04-2024 08:02,161,-0.1,
07-04-2024 08:03,164,0.2,0.34
07-04-2024 08:05,163,0.2,0.35
07-04-2024 08:07,163,0.2,0.31
07-04-2024 08:09,165,0.3,0.32
07-04-2024 08:10,162,0.3,0.32
07-04-2024 08:13,163,0.3,0.32
07-04-2024 08:15,164,0.3,0.34
07-04-2024 08:16,160,0.3,0.34
07-04-2024 08:18,162,0.3,0.35
07-04-2024 08:19,160,0.3,0.36
07-04-2024 08:21,163,0.3,0.35
07-04-2024 08:22,161,0.3,0.34
07-04-2024 08:26,162,0.3,0.35
07-04-2024 08:28,159,0.3,0.34
07-04-2024 08:29,159,-0.1,
07-04-2024 08:32,161,-0.1,
07-04-2024 08:33,160,0.3,0.35
07-04-2024 08:34,159,0.3,0.35
07-04-2024 08:36,157,0.3,0.34
07-04-2024 08:37,159,0.3,0.35
07-04-2024 08:38,159,0.3,0.34
07-04-2024 08:40,160,-0.1,
07-04-2024 08:43,155,0.3,0.34
07-04-2024 08:44,156,0.3,0.36
07-04-2024 08:45,153,-0.1,
07-04-2024 08:49,153,-0.1,
07-04-2024 08:50,151,0.3,0.35
07-04-2024 08:51,151,0.3,0.34
07-04-2024 08:53,153,0.3,0.36
07-04-2024 08:54,150,-0.1,
07-04-2024 08:57,150,0.4,0.35
07-04-2024 08:59,151,-0.1,
07-04-2024 09:00,153,0.4,0.34
07-04-2024 09:02,150,0.4,0.32
07-04-2024 09:03,152,0.4,0.34
07-04-2024 09:04,151,0.4,0.34
07-04-2024 09:05,152,0.4,0.33
07-04-2024 09:09,152,0.4,0.34
07-04-2024 09:10,151,0.4,0.33
07-04-2024 09:11,154,0.4,0.32
07-04-2024 09:13,151,0.4,0.33
07-04-2024 09:14,152,0.4,0.32
07-04-2024 09:17,152,-0.1,
07-04-2024 09:18,154,-0.1,
07-04-2024 09:20,153,0.4,0.34
07-04-2024 09:21,155,0.4,0.35
07-04-2024 09:23,156,0.4,0.36
07-04-2024 09:24,156,-0.1,
07-04-2024 09:27,154,-0.1,
07-04-2024 09:28,156,0.4,0.38
07-04-2024 09:30,155,0.4,0.37
07-04-2024 09:32,155,0.4,0.37
07-04-2024 09:34,154,0.4,0.37
07-04-2024 09:35,153,-0.1,
07-04-2024 09:39,153,0.4,0.36
07-04-2024 09:40,154,0.4,0.36
07-04-2024 09:42,152,0.4,0.37
07-04-2024 09:43,153,0.4,0.37
07-04-2024 09:44,151,-0.1,
07-04-2024 09:46,152,0.5,0.37
07-04-2024 09:47,152,0.5,0.37
07-04-2024 09:49,153,0.5,0.36
07-04-2024 09:50,154,0.5,0.37
07-04-2024 09:52,153,0.5,0.38
07-04-2024 09:53,152,-0.1,
07-04-2024 09:56,151,0.5,0.37
07-04-2024 09:57,155,0.5,0.36
07-04-2024 09:58,154,0.5,0.37
07-04-2024 10:00,152,-0.1,
07-04-2024 10:01,153,0.5,0.36
07-04-2024 10:02,151,0.5,0.38
07-04-2024 10:03,148,0.5,0.37
07-04-2024 10:07,153,-0.1,
07-04-2024 10:08,158,0.5,0.39
07-04-2024 10:10,159,0.5,0.38
07-04-2024 10:13,159,0.5,0.4
07-04-2024 10:14,160,0.5,0.37
07-04-2024 10:16,161,0.5,0.38
07-04-2024 10:17,164,-0.1,
07-04-2024 10:19,165,0.5,0.4
07-04-2024 10:20,165,-0.1,
07-04-2024 10:22,162,0.5,0.39
07-04-2024 10:23,165,0.5,0.4
07-04-2024 10:26,165,0.5,0.39
07-04-2024 10:29,165,-0.1,
07-04-2024 10:30,163,0.5,0.4
07-04-2024 10:31,164,0.5,0.38
07-04-2024 10:32,162,0.5,0.36
07-04-2024 10:34,159,0.5,0.36
07-04-2024 10:37,182,0.6,0.37
07-04-2024 10:38,156,0.6,0.36
07-04-2024 10:39,154,0.6,0.36
07-04-2024 10:43,158,0.6,0.37
07-04-2024 10:44,158,0.6,0.35
07-04-2024 10:45,157,0.6,0.36
07-04-2024 10:48,251,-0.1,
07-04-2024 10:50,159,0.6,0.37
07-04-2024 10:51,157,0.6,0.37
07-04-2024 10:52,156,0.6,0.36
07-04-2024 10:53,159,0.6,0.38
07-04-2024 10:57,160,0.6,0.41
07-04-2024 10:58,160,0.6,0.39
07-04-2024 10:59,160,0.6,0.4
07-04-2024 11:03,163,0.6,0.39
07-04-2024 11:04,162,0.6,0.63
07-04-2024 11:05,161,0.6,0.39
07-04-2024 11:09,166,-0.1,
07-04-2024 11:10,167,0.6,0.42
07-04-2024 11:11,168,0.6,0.41
07-04-2024 11:12,165,0.6,0.42
07-04-2024 11:14,166,-0.1,
07-04-2024 11:17,164,-0.1,
07-04-2024 11:18,163,0.6,0.43
07-04-2024 11:20,163,0.7,0.43
07-04-2024 11:21,163,0.7,0.43
07-04-2024 11:22,160,0.7,0.44
07-04-2024 11:26,162,0.7,0.45
07-04-2024 11:28,164,-0.1,
07-04-2024 11:30,159,0.7,0.53
07-04-2024 11:31,162,0.7,0.54
07-04-2024 11:33,160,0.7,0.46
07-04-2024 11:34,160,-0.1,
07-04-2024 11:35,160,-0.1,
07-04-2024 11:37,159,-0.1,
07-04-2024 11:38,158,0.7,0.44
07-04-2024 11:40,157,0.7,0.43
07-04-2024 11:41,211,-0.1,
07-04-2024 11:43,161,-0.1,
07-04-2024 11:44,160,-0.1,
07-04-2024 11:46,163,0.7,0.43
07-04-2024 11:47,162,0.7,0.43
07-04-2024 11:49,162,0.7,0.41
07-04-2024 11:51,161,0.7,0.42
07-04-2024 11:52,160,0.7,0.42
07-04-2024 11:54,157,0.7,0.44
07-04-2024 11:55,153,0.7,0.42
07-04-2024 11:58,148,0.7,0.41
07-04-2024 11:59,149,0.7,0.42
07-04-2024 12:01,146,-0.1,
07-04-2024 12:06,149,0.7,0.51
07-04-2024 12:09,165,0.8,0.48
07-04-2024 12:11,169,-0.1,
07-04-2024 12:12,168,0.8,0.48
07-04-2024 12:15,167,0.8,0.51
07-04-2024 12:16,170,0.8,0.52
07-04-2024 12:17,165,0.8,0.54
07-04-2024 12:22,163,0.8,0.54
07-04-2024 12:23,162,0.8,0.53
07-04-2024 12:24,155,0.8,0.53
07-04-2024 12:28,155,-0.1,
07-04-2024 12:30,155,0.8,0.54
07-04-2024 12:31,157,0.8,0.52
07-04-2024 12:34,158,-0.1,
07-04-2024 12:35,159,0.8,0.5
07-04-2024 12:37,163,-0.1,
07-04-2024 12:38,165,0.8,0.51
07-04-2024 12:40,163,0.8,0.5
07-04-2024 12:42,164,0.8,0.49
07-04-2024 12:43,162,0.8,0.48
07-04-2024 12:45,159,-0.1,
07-04-2024 12:46,160,0.8,0.47
07-04-2024 12:48,161,0.8,0.47
07-04-2024 12:51,159,0.8,0.42
07-04-2024 12:52,161,0.8,0.42
07-04-2024 12:54,159,0.8,0.42
07-04-2024 12:55,161,-0.1,
07-04-2024 12:56,160,0.9,0.41
07-04-2024 12:58,160,0.9,0.45
07-04-2024 12:59,162,-0.1,
07-04-2024 13:03,161,-0.1,
07-04-2024 13:04,159,0.9,0.49
07-04-2024 13:05,154,0.9,0.5
07-04-2024 13:08,152,0.9,0.5
07-04-2024 13:09,151,0.9,0.48
07-04-2024 13:11,150,-0.1,
07-04-2024 13:12,151,0.9,0.46
07-04-2024 13:13,151,0.9,0.5
07-04-2024 13:17,153,0.9,0.5
07-04-2024 13:18,152,0.9,0.51
07-04-2024 13:19,153,0.9,0.5
07-04-2024 13:24,154,-0.1,
07-04-2024 13:25,154,0.9,0.5
07-04-2024 13:26,152,0.9,0.5
07-04-2024 13:27,156,0.9,0.5
07-04-2024 13:29,161,0.9,0.5
07-04-2024 13:32,159,-0.1,
07-04-2024 13:33,162,0.9,0.49
07-04-2024 13:35,165,0.9,0.49
07-04-2024 13:36,165,0.9,0.48
07-04-2024 13:37,165,0.9,0.49
07-04-2024 13:40,163,0.9,0.49
07-04-2024 13:42,164,0.9,0.49
07-04-2024 13:43,162,1,0.49
07-04-2024 13:47,167,-0.1,
07-04-2024 13:48,663,1,0.51
07-04-2024 13:49,670,1,0.51
07-04-2024 13:49,655,1,0.5
07-04-2024 13:50,660,1,0.49
07-04-2024 13:54,702,1,0.48
07-04-2024 13:59,961,1.1,0.48
07-04-2024 14:05,481,1.2,0.48
07-04-2024 14:10,433,1.2,0.49
07-04-2024 14:16,460,1.2,0.45
07-04-2024 14:21,440,1.3,0.46
07-04-2024 14:27,439,1.3,0.43
07-04-2024 14:32,437,1.4,0.44
07-04-2024 14:37,431,1.4,0.43
07-04-2024 14:38,714,1.4,0.64
07-04-2024 14:42,757,1.4,0.68
07-04-2024 14:44,666,1.5,0.67
07-04-2024 14:45,656,1.5,0.53
07-04-2024 14:47,636,1.5,0.44
07-04-2024 14:52,780,1.6,0.45
07-04-2024 14:57,758,1.6,0.45
07-04-2024 15:02,1023,1.7,0.66
07-04-2024 15:08,489,1.7,0.63
07-04-2024 15:13,455,1.8,0.43
07-04-2024 15:14,619,1.8,0.54
07-04-2024 15:19,43,1.8,0.43
07-04-2024 15:20,46,1.8,0.49
07-04-2024 15:24,46,1.8,0.48
07-04-2024 15:28,431,1.8,0.44
07-04-2024 15:29,584,1.8,0.45
07-04-2024 15:30,605,1.8,0.44
07-04-2024 15:35,1143,1.9,0.5
07-04-2024 15:40,646,2,0.44
07-04-2024 15:45,1016,2,0.44
07-04-2024 15:50,867,2.1,0.45
07-04-2024 15:55,904,2.2,0.42
07-04-2024 16:00,892,2.2,0.44
07-04-2024 16:05,759,2.3,0.45
07-04-2024 16:10,1017,2.4,0.45
07-04-2024 16:16,936,2.4,0.41
07-04-2024 16:22,1168,2.5,0.47
07-04-2024 16:27,522,2.5,0.51
07-04-2024 16:32,1180,2.6,0.49
07-04-2024 16:38,1202,2.7,0.5
07-04-2024 16:43,498,2.8,0.51
07-04-2024 16:48,471,2.8,0.49
07-04-2024 16:53,883,2.9,0.47
07-04-2024 16:58,960,3,0.47
07-04-2024 17:03,840,3,0.48
07-04-2024 17:08,895,3.1,0.48
07-04-2024 17:13,822,3.2,0.49
07-04-2024 17:14,886,3.2,0.46
07-04-2024 17:19,840,3.2,0.5
07-04-2024 17:25,800,3.3,0.51
07-04-2024 17:30,797,3.4,0.5
07-04-2024 17:31,798,3.4,0.51
07-04-2024 17:36,751,3.4,0.45
07-04-2024 17:39,706,3.5,0.5
07-04-2024 17:41,627,3.5,0.49
07-04-2024 17:46,674,3.5,0.47
07-04-2024 17:51,640,3.6,0.48
07-04-2024 17:56,520,3.6,0.48
07-04-2024 18:01,455,3.7,0.47
07-04-2024 18:08,380,-0.1,
07-04-2024 18:13,351,3.7,0.47
07-04-2024 18:16,331,3.8,0.47
07-04-2024 18:18,306,3.8,0.47
07-04-2024 18:20,293,3.8,0.47
07-04-2024 18:24,281,3.8,0.48
07-04-2024 18:26,256,3.8,0.47
07-04-2024 18:29,219,3.8,0.47
07-04-2024 18:33,139,3.8,0.46
07-04-2024 18:35,194,3.8,0.47
07-04-2024 18:37,-1,3.8,
07-04-2024 18:39,193,-0.1,
07-04-2024 18:41,142,3.8,0.48
07-04-2024 18:44,141,3.8,0.5
07-04-2024 18:46,167,3.8,
07-04-2024 18:48,161,3.9,0.49
07-04-2024 18:50,154,3.9,0.47
07-04-2024 18:52,146,3.9,0.47
07-04-2024 18:54,142,3.9,0.48
07-04-2024 18:55,140,3.9,0.49
07-04-2024 18:58,140,3.9,0.49
07-04-2024 19:04,140,3.9,0.42
07-04-2024 19:09,140,3.9,0.39
07-04-2024 19:14,140,3.9,0.45
07-04-2024 19:19,140,3.9,0.46
07-04-2024 19:25,140,3.9,0.37
07-04-2024 19:31,140,3.9,0.36
07-04-2024 19:36,140,3.9,0.36
07-04-2024 19:41,140,3.9,0.37
07-04-2024 19:46,140,3.9,0.36
07-04-2024 19:48,140,3.9,0.36
07-04-2024 19:51,140,3.9,0.37
07-04-2024 19:56,140,3.9,0.68
07-04-2024 20:02,140,3.9,0.4
07-04-2024 20:07,140,3.9,0.4
07-04-2024 20:09,140,3.9,0.39
07-04-2024 20:12,140,3.9,0.38
07-04-2024 20:17,140,3.9,0.36
07-04-2024 20:23,140,3.9,0.37
07-04-2024 20:29,140,3.9,0.36
07-04-2024 20:34,140,3.9,0.36
07-04-2024 20:39,140,3.9,0.36
07-04-2024 20:44,140,3.9,0.37
07-04-2024 20:50,140,3.9,0.39
07-04-2024 20:55,140,3.9,0.39
07-04-2024 21:00,140,3.9,0.38
07-04-2024 21:05,140,3.9,0.33
07-04-2024 21:10,140,3.9,0.32
07-04-2024 21:16,140,3.9,0.48
07-04-2024 21:22,140,0,0.33
07-04-2024 21:27,140,0,0.33
07-04-2024 21:33,140,0,0.29
07-04-2024 21:38,140,0,0.3
07-04-2024 21:43,140,0,0.3
07-04-2024 21:48,140,0,0.31
07-04-2024 21:53,140,0,0.31
07-04-2024 21:58,140,0,0.3
07-04-2024 22:03,140,0,0.3
07-04-2024 22:09,140,0,0.29
07-04-2024 22:14,140,0,0.29
07-04-2024 22:20,140,0,0.29
07-04-2024 22:25,140,0,0.29
07-04-2024 22:30,140,0,0.29
07-04-2024 22:35,140,0,0.29
07-04-2024 22:40,140,0,0.28
07-04-2024 22:46,140,0,0.29
07-04-2024 22:51,140,0,0.27
07-04-2024 22:56,140,0,0.3
07-04-2024 23:01,140,0,0.3
07-04-2024 23:06,140,0,0.3
07-04-2024 23:12,140,0,0.29
07-04-2024 23:17,140,0,0.28
07-04-2024 23:23,140,0,0.28
07-04-2024 23:28,140,0,0.28
07-04-2024 23:33,140,0,0.29
07-04-2024 23:39,140,0,0.27
07-04-2024 23:44,140,0,0.27
07-04-2024 23:49,140,0,0.27
07-04-2024 23:54,140,0,0.28
07-05-2024 00:00,140,0,0.28
07-05-2024 00:05,140,0,0.29
07-05-2024 00:10,140,0,0.28
07-05-2024 00:15,140,0,0.27
07-05-2024 00:21,140,0,0.26
07-05-2024 00:27,140,0,0.26
07-05-2024 00:32,140,0,0.25
07-05-2024 00:37,140,0,0.25
07-05-2024 00:43,140,0,0.26
07-05-2024 00:48,140,0,0.26
07-05-2024 00:53,140,0,0.25
07-05-2024 00:58,140,0,0.26
07-05-2024 01:04,140,0,0.25
07-05-2024 01:09,140,0,0.25
07-05-2024 01:15,140,0,0.24
07-05-2024 01:20,140,0,0.24
07-05-2024 01:26,140,0,0.24
07-05-2024 01:31,140,0,0.26
07-05-2024 01:37,140,0,0.26
07-05-2024 01:42,140,0,0.26
07-05-2024 01:47,140,0,0.26
07-05-2024 01:52,140,0,0.25
07-05-2024 01:57,140,0,0.25
07-05-2024 02:02,140,0,0.25
07-05-2024 02:07,140,0,0.25
07-05-2024 02:13,140,0,0.25
07-05-2024 02:18,140,0,0.25
07-05-2024 02:24,140,0,0.25
07-05-2024 02:29,140,0,0.25
07-05-2024 02:35,140,0,0.25
07-05-2024 02:40,140,0,0.25
07-05-2024 02:45,140,0,0.25
07-05-2024 02:50,140,0,0.23
07-05-2024 02:55,140,0,0.23
07-05-2024 03:00,140,0,0.23
07-05-2024 03:06,140,0,0.23
07-05-2024 03:11,140,0,0.22
07-05-2024 03:17,140,0,0.22
07-05-2024 03:22,140,0,0.22
07-05-2024 03:28,140,0,0.23
07-05-2024 03:33,140,0,0.23
07-05-2024 03:38,140,0,0.22
07-05-2024 03:44,140,0,0.22
07-05-2024 03:49,140,0,0.22
07-05-2024 03:54,140,0,0.23
07-05-2024 03:59,140,0,0.23
07-05-2024 04:04,140,0,0.22
07-05-2024 04:10,140,0,0.23
07-05-2024 04:15,140,0,0.24
07-05-2024 04:20,140,0,0.24
07-05-2024 04:26,140,0,0.24
07-05-2024 04:32,140,0,0.25
07-05-2024 04:37,140,0,0.24
07-05-2024 04:42,140,0,0.24
07-05-2024 04:47,140,0,0.25
07-05-2024 04:52,140,0,0.25
07-05-2024 04:58,140,0,0.25
07-05-2024 05:01,140,0,0.26
07-05-2024 05:02,140,0,0.26
07-05-2024 05:08,140,0,0.26
07-05-2024 05:13,140,0,0.26
07-05-2024 05:15,140,0,0.24
07-05-2024 05:21,140,0,0.24
07-05-2024 05:25,140,0,0.23
07-05-2024 05:30,140,0,0.25
07-05-2024 05:35,140,0,0.24
07-05-2024 05:40,140,0,0.22
07-05-2024 05:45,140,0,0.23
07-05-2024 05:51,140,0,0.22
07-05-2024 05:56,140,0,0.22
07-05-2024 06:01,140,0,0.22
07-05-2024 06:06,140,0,0.22
07-05-2024 06:11,140,0,0.22
07-05-2024 06:17,142,-0.1,
07-05-2024 06:18,124,0,0.23
07-05-2024 06:20,155,0,0.23
07-05-2024 06:23,168,0,0.23
07-05-2024 06:27,178,0,
07-05-2024 06:29,187,0,
07-05-2024 06:32,193,0,0.43
07-05-2024 06:37,205,-0.1,
07-05-2024 06:39,207,0,0.23
07-05-2024 06:41,214,0,0.43
07-05-2024 06:43,223,0,0.23
07-05-2024 06:45,227,0,0.37
07-05-2024 06:47,228,0,0.23
07-05-2024 06:49,231,0,0.23
07-05-2024 06:54,234,0.1,0.54
07-05-2024 06:56,237,0.1,0.3
07-05-2024 06:59,-1,0.1,
07-05-2024 07:01,253,0.1,0.3
07-05-2024 07:03,260,0.1,0.32
07-05-2024 07:06,273,0.1,0.32
07-05-2024 07:09,285,0.1,0.32
07-05-2024 07:12,301,-0.1,
07-05-2024 07:18,347,0.2,0.26
07-05-2024 07:22,358,,
07-05-2024 07:24,361,0.2,0.26
07-05-2024 07:26,361,-0.1,
07-05-2024 07:32,307,0.2,0.28
07-05-2024 07:35,309,0.2,
07-05-2024 07:38,331,-0.1,
07-05-2024 07:40,362,0.3,0.26
07-05-2024 07:46,397,0.3,0.27
07-05-2024 07:51,412,0.3,0.28
07-05-2024 07:56,419,0.4,0.29
07-05-2024 08:01,419,0.4,0.28
07-05-2024 08:06,422,0.4,0.28
07-05-2024 08:11,425,0.5,0.31
07-05-2024 08:17,427,0.5,0.34
07-05-2024 08:22,423,0.5,0.34
07-05-2024 08:28,425,0.6,0.35
07-05-2024 08:34,427,0.6,0.35
07-05-2024 08:39,422,0.6,0.29
07-05-2024 08:44,430,0.7,0.31
07-05-2024 08:50,433,-0.1,
07-05-2024 08:55,425,-0.1,
07-05-2024 08:59,423,0.8,0.3
07-05-2024 09:04,404,0.8,0.31
07-05-2024 09:10,440,0.8,0.3
07-05-2024 09:15,457,-0.1,
07-05-2024 09:20,478,0.9,0.51
07-05-2024 09:27,534,0.9,
07-05-2024 09:32,506,1,0.41
07-05-2024 09:37,415,1,0.57
07-05-2024 09:42,421,1.1,0.56
07-05-2024 09:48,418,1.1,0.43
07-05-2024 09:52,477,1.1,0.43
07-05-2024 09:58,439,1.2,0.58
07-05-2024 10:03,443,-0.1,
07-05-2024 10:08,428,-0.1,
07-05-2024 10:14,427,-0.1,
07-05-2024 10:20,419,-0.1,
07-05-2024 10:25,428,1.4,0.45
07-05-2024 10:30,416,1.4,0.45
07-05-2024 10:35,433,1.4,0.34
07-05-2024 10:40,476,-0.1,
07-05-2024 10:45,445,-0.1,
07-05-2024 10:50,424,1.5,0.38
07-05-2024 10:55,470,1.6,0.38
07-05-2024 11:00,409,1.6,0.38
07-05-2024 11:06,392,-0.1,
07-05-2024 11:11,409,-0.1,
07-05-2024 11:16,411,1.7,0.38
07-05-2024 11:22,421,1.7,0.38
07-05-2024 11:24,604,1.7,0.39
07-05-2024 11:24,588,1.7,0.36
07-05-2024 11:25,564,1.8,0.4
07-05-2024 11:26,551,1.8,0.37
07-05-2024 11:26,530,1.8,0.56
07-05-2024 11:26,530,1.8,0.56
07-05-2024 11:27,513,1.8,0.38
07-05-2024 11:32,602,1.8,0.38
07-05-2024 11:38,659,1.9,0.38
07-05-2024 11:43,465,1.9,0.37
07-05-2024 11:49,296,-0.1,0
07-05-2024 11:53,329,-0.1,0.37
07-05-2024 11:55,352,-0.1,0.37
07-05-2024 11:57,354,2,0.38
07-05-2024 12:00,331,2,
07-05-2024 12:04,307,-0.1,
07-05-2024 12:06,290,-0.1,0.34
07-05-2024 12:10,246,2,0.34
07-05-2024 12:12,228,2.1,0.34
07-05-2024 12:15,-1,2.1,0
07-05-2024 12:16,205,2.1,0.4
07-05-2024 12:18,201,2.1,0.4
07-05-2024 12:20,208,-0.1,
07-05-2024 12:22,219,-0.1,
07-05-2024 12:25,212,2.1,0.4
07-05-2024 12:28,195,2.1,0.4
07-05-2024 12:31,130,-0.1,
07-05-2024 12:34,224,2.1,0.4
07-05-2024 12:37,244,2.1,0.4
07-05-2024 12:39,269,2.1,0.4
07-05-2024 12:41,278,,
07-05-2024 12:43,283,,
07-05-2024 12:46,305,,
07-05-2024 12:48,341,2.2,0.4
07-05-2024 12:53,380,2.2,0.43
07-05-2024 12:58,391,-0.1,
07-05-2024 13:04,415,-0.1,
07-05-2024 13:08,453,2.3,0.43
07-05-2024 13:13,488,2.3,0.45
07-05-2024 13:19,543,2.4,0.45
