Senddate,Hours,Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
05-07-2024,16:37,3.7,0.39,0.161,0.248,0.172,0.018,10,3.7,10,736.99
05-07-2024,16:38,3.7,0.38,0.059,0.111,0.071,0.068,10,3.7,10,737.37
05-07-2024,16:40,3.7,0.38,0.054,0.185,0.159,0.005,10,3.7,10,737.75
05-07-2024,16:41,3.7,0.38,0.04,0.23,0.016,0.191,10,3.7,10,738.13
05-07-2024,16:42,3.7,0.34,0.107,0.041,0.055,0.01,10,3.7,10,738.47
05-07-2024,16:43,3.7,0.38,0.18,0.123,0.139,0.094,10,3.7,10,738.85
05-07-2024,16:44,3.7,0.38,0.02,0.019,0.143,0.098,10,3.7,10,739.23
05-07-2024,16:47,3.7,0.38,0.141,0.086,0.001,0.082,10,3.7,10,739.61
05-07-2024,16:50,3.7,0.38,0.176,0.105,0.113,0.003,10,3.7,10,739.99
05-07-2024,16:51,3.7,0.38,0.017,0.063,0.102,0.027,10,3.7,10,740.37
05-07-2024,16:52,3.7,0.38,0.027,0.064,0.291,0.025,10,3.7,10,740.75
05-07-2024,16:53,3.7,0.38,0.07,0.097,0.235,0.331,10,3.7,10,741.13
05-07-2024,16:54,3.7,0.38,0.064,0.12,0.036,0.025,10,3.7,10,741.51
05-07-2024,16:57,3.7,0.37,0.127,0.118,0.034,0.001,10,3.7,10,741.88
05-07-2024,16:57,3.7,0.37,0.039,0.08,0.16,0.227,10,3.7,10,742.25
05-07-2024,16:58,3.7,0.37,0.119,0.168,0.012,0.105,10,3.7,10,742.62
05-07-2024,17:00,3.7,0.39,0.02,0.018,0.2,0.162,10,3.7,10,743.01
05-07-2024,17:03,3.7,0.39,0.028,0.041,0.129,0.121,10,3.7,10,743.4
05-07-2024,17:05,3.7,0.38,0.011,0.038,0.095,0.092,10,3.7,10,743.78
05-07-2024,17:07,3.8,0.38,0.062,0.057,0.194,0.189,10,3.8,10,744.16
05-07-2024,17:10,3.8,,,,,,10,3.8,10,744.16
05-07-2024,17:12,3.8,0.38,0.015,0.007,0.027,0.185,10,3.8,10,744.54
05-07-2024,17:13,3.8,0.37,0.164,0.086,0.182,0.049,10,3.8,10,744.91
05-07-2024,17:15,3.8,0.37,0.031,0.042,0.23,0.131,10,3.8,10,745.28
05-07-2024,17:16,3.8,0.38,0.133,0.064,0.015,0.013,10,3.8,10,745.66
05-07-2024,17:17,3.8,0,0,0,0,0,10,3.8,10,745.66
05-07-2024,17:20,-0.1,,,,,,10,-0.1,10,745.66
05-07-2024,17:22,-0.1,,,,,,10,-0.1,10,745.66
05-07-2024,17:24,-0.1,,,,,,10,-0.1,10,745.66
05-07-2024,17:26,3.8,0.37,0.008,0.183,0.011,0.133,10,3.8,10,746.03
05-07-2024,17:27,3.8,0.36,0.029,0.034,0.168,0.078,10,3.8,10,746.39
05-07-2024,17:32,3.8,0.36,0.085,0.021,0.127,0.213,10,3.8,10,746.75
05-07-2024,17:37,3.8,0.37,0.048,0.004,0.046,0.138,10,3.8,10,747.12
05-07-2024,17:40,3.8,0.37,0.194,0.209,0.122,0.185,10,3.8,10,747.49
05-07-2024,17:43,3.8,0.37,0.047,0.034,0.003,0.024,10,3.8,10,747.86
05-07-2024,17:47,3.8,0.37,0.197,0.102,0.218,0.031,10,3.8,10,748.23
05-07-2024,17:48,3.8,0.36,0.068,0.214,0.032,0.128,10,3.8,10,748.59
05-07-2024,17:53,3.8,0.32,0.159,0.126,0.158,0.126,10,3.8,10,748.91
05-07-2024,17:58,3.8,0.34,0.001,0.022,0.162,0.108,10,3.8,10,749.25
05-07-2024,17:58,3.8,0.35,0.005,0.092,0.278,0.016,10,3.8,10,749.6
05-07-2024,17:59,3.8,0.35,0.101,0.038,0.077,0.105,10,3.8,10,749.95
05-07-2024,18:01,3.8,0.33,0.077,0.074,0.051,0.246,24.41011236,3.8,24.41011236,750.28
05-07-2024,18:02,3.8,0.34,0.023,0.084,0.016,0.08,24.41011236,3.8,24.41011236,750.62
05-07-2024,18:05,3.8,0.35,0.044,0.018,0.01,0.184,24.41011236,3.8,24.41011236,750.97
05-07-2024,18:09,3.8,0.38,0.083,0.183,0.071,0.049,24.41011236,3.8,24.41011236,751.35
05-07-2024,18:10,3.8,0.4,0.096,0.042,0.06,0.066,24.41011236,3.8,24.41011236,751.75
05-07-2024,18:11,3.9,0.38,0.27,0.01,0.026,0.016,24.41011236,3.9,24.41011236,752.13
05-07-2024,18:12,3.9,0.38,0.043,0.059,0.169,0.002,24.41011236,3.9,24.41011236,752.51
05-07-2024,18:15,3.9,0.38,0.017,0.045,0.106,0.077,24.41011236,3.9,24.41011236,752.89
05-07-2024,18:15,3.9,0.38,0.091,0.183,0.066,0.163,24.41011236,3.9,24.41011236,753.27
05-07-2024,18:21,3.9,0.37,0.185,0.138,0.199,0.126,24.41011236,3.9,24.41011236,753.64
05-07-2024,18:27,3.9,0.37,0.028,0.218,0.08,0.152,24.41011236,3.9,24.41011236,754.01
05-07-2024,18:30,3.9,0.37,0.055,0.02,0.049,0.241,24.41011236,3.9,24.41011236,754.38
05-07-2024,18:31,3.9,0.38,0.097,0.033,0.246,0.034,24.41011236,3.9,24.41011236,754.76
05-07-2024,18:33,3.9,0.42,0.026,0.025,0.211,0.048,24.41011236,3.9,24.41011236,755.18
05-07-2024,18:38,3.9,0.43,0.052,0.006,0.172,0.013,24.41011236,3.9,24.41011236,755.61
05-07-2024,18:43,3.9,0.44,0.027,0.094,0.056,0.337,24.41011236,3.9,24.41011236,756.05
05-07-2024,18:48,3.9,0.39,0.037,0.069,0.067,0.023,24.41011236,3.9,24.41011236,756.44
05-07-2024,18:54,3.9,0.4,0.295,0.05,0.023,0.34,24.41011236,3.9,24.41011236,756.84
05-07-2024,18:59,3.9,0.41,0.129,0.044,0.28,0.127,24.41011236,3.9,24.41011236,757.25
05-07-2024,19:04,3.9,0.41,0.322,0.017,0.066,0.19,24.41011236,3.9,24.41011236,757.66
05-07-2024,19:09,3.9,0.34,0.019,0.195,0.126,0.106,24.41011236,3.9,24.41011236,758
05-07-2024,19:15,3.9,0.39,0.165,0.143,0.241,0.023,24.41011236,3.9,24.41011236,758.39
05-07-2024,19:19,3.9,0.37,0.277,0.176,0.085,0.036,24.41011236,3.9,24.41011236,758.76
05-07-2024,19:26,3.9,0.38,0.327,0.068,0.006,0.218,24.41011236,3.9,24.41011236,759.14
05-07-2024,19:31,3.9,0.39,0.167,0.103,0.065,0.099,24.41011236,3.9,24.41011236,759.53
05-07-2024,19:37,3.9,0.56,0.029,0.019,0.153,0.063,24.41011236,3.9,24.41011236,760.09
05-07-2024,19:42,3.9,0.36,0.145,0.114,0.073,0.007,24.41011236,3.9,24.41011236,760.45
05-07-2024,19:47,3.9,0.35,0.029,0.172,0.134,0.008,24.41011236,3.9,24.41011236,760.8
05-07-2024,19:52,3.9,0.35,0.069,0.084,0.019,0.009,24.41011236,3.9,24.41011236,761.15
05-07-2024,19:58,3.9,0.35,0.014,0.056,0.011,0.187,24.41011236,3.9,24.41011236,761.5
05-07-2024,20:03,3.9,0.34,0.096,0.185,0.003,0.051,24.41011236,3.9,24.41011236,761.84
05-07-2024,20:08,3.9,0.35,0.172,0.028,0.105,0.102,24.41011236,3.9,24.41011236,762.19
05-07-2024,20:13,3.9,0.34,0.041,0.136,0.132,0.036,24.41011236,3.9,24.41011236,762.53
05-07-2024,20:18,3.9,0.34,0.259,0.004,0.012,0.119,24.41011236,3.9,24.41011236,762.87
05-07-2024,20:25,3.9,0.37,0.004,0.15,0.057,0.16,24.41011236,3.9,24.41011236,763.24
05-07-2024,20:30,3.9,0.38,0.107,0.032,0.096,0.066,24.41011236,3.9,24.41011236,763.62
05-07-2024,20:35,3.9,0.37,0,0.278,0.22,0.207,24.41011236,3.9,24.41011236,763.99
05-07-2024,20:40,3.9,0.36,0.175,0.092,0.085,0.032,24.41011236,3.9,24.41011236,764.35
05-07-2024,20:46,3.9,0.33,0.008,0.02,0.001,0.125,24.41011236,3.9,24.41011236,764.68
05-07-2024,20:51,3.9,0.33,0.055,0.051,0.067,0.081,24.41011236,3.9,24.41011236,765.01
05-07-2024,20:56,3.9,0.33,0.027,0.064,0.042,0.061,24.41011236,3.9,24.41011236,765.34
05-07-2024,21:01,3.9,0.31,0.082,0.013,0.079,0.085,10,3.9,10,765.65
05-07-2024,21:06,3.9,0.33,0.015,0.208,0.118,0.002,10,3.9,10,765.98
05-07-2024,21:11,3.9,0.36,0.061,0.079,0.03,0.03,10,3.9,10,766.34
05-07-2024,21:18,0,0.32,0.132,0.194,0.02,0.015,10,0,10,766.66
05-07-2024,21:23,0,0.31,0.014,0.039,0.004,0.078,10,0,10,766.97
05-07-2024,21:28,0,0.3,0.013,0.142,0.04,0.162,10,0,10,767.27
05-07-2024,21:34,0,0.53,0.234,0.103,0.184,0.13,10,0,10,767.8
05-07-2024,21:39,0,0.28,0.109,0.155,0.008,0,10,0,10,768.08
05-07-2024,21:44,0,0.28,0.074,0.112,0.019,0.016,10,0,10,768.36
05-07-2024,21:49,0,0.27,0.04,0.018,0.009,0.001,10,0,10,768.63
05-07-2024,21:55,0,0.27,0.025,0.017,0.068,0.062,10,0,10,768.9
05-07-2024,22:00,0,0.26,0.163,0.094,0.026,0.098,10,0,10,769.16
05-07-2024,22:05,0,0.22,0.007,0.142,0.003,0.085,10,0,10,769.38
05-07-2024,22:10,0,0.21,0.037,0.071,0.001,0.07,10,0,10,769.59
05-07-2024,22:15,0,0.21,0.15,0.033,0.003,0.084,10,0,10,769.8
05-07-2024,22:20,0,0.21,0.045,0.018,0.012,0.045,10,0,10,770.01
05-07-2024,22:26,0,0.24,0.121,0.049,0.106,0.013,10,0,10,770.25
05-07-2024,22:32,0,0.24,0,0.005,0.028,0.059,10,0,10,770.49
05-07-2024,22:37,0,0.23,0.027,0.102,0.031,0.049,10,0,10,770.72
05-07-2024,22:42,0,0.23,0.118,0.003,0.052,0.031,10,0,10,770.95
05-07-2024,22:47,0,0.23,0.094,0.01,0.071,0.037,10,0,10,771.18
05-07-2024,22:53,0,0.24,0.012,0.046,0.04,0.046,10,0,10,771.42
05-07-2024,22:58,0,0.24,0.132,0.067,0.032,0.01,10,0,10,771.66
05-07-2024,23:03,0,0.23,0.139,0.044,0.005,0.028,10,0,10,771.89
05-07-2024,23:09,0,0.23,0.048,0.079,0.082,0.069,10,0,10,772.12
05-07-2024,23:14,0,0.24,0.173,0.01,0.095,0.032,10,0,10,772.36
05-07-2024,23:19,0,0.21,0.049,0.032,0.053,0.028,10,0,10,772.57
05-07-2024,23:25,0,0.21,0.006,0.089,0.034,0.024,10,0,10,772.78
05-07-2024,23:30,0,0.21,0.017,0.038,0.083,0.116,10,0,10,772.99
05-07-2024,23:36,0,0.21,0.045,0.081,0.109,0.027,10,0,10,773.2
05-07-2024,23:41,0,0.22,0.102,0.141,0.027,0.077,10,0,10,773.42
05-07-2024,23:46,0,0.21,0.042,0.041,0.022,0.015,10,0,10,773.63
05-07-2024,23:51,0,0.21,0.056,0.076,0.064,0.05,10,0,10,773.84
05-07-2024,23:56,0,0.21,0.01,0.073,0.04,0.047,10,0,10,774.05
06-07-2024,00:02,0,0.21,0.171,0.004,0.077,0,10,0,10,774.26
06-07-2024,00:07,0,0.17,0.012,0.007,0.07,0.05,10,0,10,774.43
06-07-2024,00:12,0,0.2,0.039,0.031,0.056,0.059,10,0,10,774.63
06-07-2024,00:18,0,0.21,0.179,0.05,0.087,0.035,10,0,10,774.84
06-07-2024,00:23,0,0.21,0.03,0.021,0.144,0.151,10,0,10,775.05
06-07-2024,00:29,0,0.2,0.101,0.126,0.032,0.067,10,0,10,775.25
06-07-2024,00:34,0,0.2,0.114,0.048,0.045,0.046,10,0,10,775.45
06-07-2024,00:39,0,0.21,0.043,0.047,0.019,0.102,10,0,10,775.66
06-07-2024,00:44,0,0.2,0.008,0.051,0.047,0.111,10,0,10,775.86
06-07-2024,00:50,0,0.19,0.088,0.1,0.058,0.025,10,0,10,776.05
06-07-2024,00:55,0,0.2,0.046,0.02,0.018,0.001,10,0,10,776.25
06-07-2024,01:00,0,0.21,0.173,0.005,0.002,0.004,10,0,10,776.46
06-07-2024,01:05,0,0.2,0.018,0.123,0.079,0.01,10,0,10,776.66
06-07-2024,01:11,0,0.21,0.003,0.058,0.06,0.067,10,0,10,776.87
06-07-2024,01:16,0,0.2,0.095,0.116,0.047,0.059,10,0,10,777.07
06-07-2024,01:22,0,0.2,0.119,0.007,0.054,0.102,10,0,10,777.27
06-07-2024,01:28,0,0.23,0.004,0.04,0.066,0.061,10,0,10,777.5
06-07-2024,01:33,0,0.24,0.008,0.068,0.027,0.043,10,0,10,777.74
06-07-2024,01:38,0,0.23,0.127,0.122,0.133,0.009,10,0,10,777.97
06-07-2024,01:43,0,0.23,0.039,0.004,0.029,0.039,10,0,10,778.2
06-07-2024,01:48,0,0.23,0.154,0.011,0.083,0.024,10,0,10,778.43
06-07-2024,01:54,0,0.23,0.04,0.093,0.036,0.058,10,0,10,778.66
06-07-2024,01:59,0,0.23,0.032,0.148,0.118,0.096,10,0,10,778.89
06-07-2024,02:04,0,0.24,0.052,0.056,0.04,0.05,10,0,10,779.13
06-07-2024,02:09,0,0.23,0.044,0.022,0.016,0.051,10,0,10,779.36
06-07-2024,02:14,0,0.23,0.055,0.057,0.052,0.057,10,0,10,779.59
06-07-2024,02:21,0,0.23,0.026,0.035,0.114,0.177,10,0,10,779.82
06-07-2024,02:26,0,0.23,0.044,0.065,0.024,0.104,10,0,10,780.05
06-07-2024,02:31,0,0.23,0.01,0.078,0.032,0.105,10,0,10,780.28
06-07-2024,02:36,0,0.23,0.035,0.067,0.127,0.04,10,0,10,780.51
06-07-2024,02:42,0,0.23,0.065,0.051,0.031,0.093,10,0,10,780.74
06-07-2024,02:47,0,0.23,0.02,0.096,0.038,0.045,10,0,10,780.97
06-07-2024,02:52,0,0.23,0.104,0.069,0.162,0.04,10,0,10,781.2
06-07-2024,02:57,0,0.23,0.036,0.003,0.03,0.126,10,0,10,781.43
06-07-2024,03:02,0,0.2,0.006,0.022,0.034,0.104,10,0,10,781.63
06-07-2024,03:08,0,0.21,0.026,0.11,0.141,0.017,10,0,10,781.84
06-07-2024,03:13,0,0.2,0.015,0.069,0.122,0.001,10,0,10,782.04
06-07-2024,03:18,0,0.21,0.098,0.141,0,0.005,10,0,10,782.25
06-07-2024,03:24,0,0.21,0.095,0.095,0.071,0.102,10,0,10,782.46
06-07-2024,03:30,0,0.21,0.054,0.029,0.035,0.044,10,0,10,782.67
06-07-2024,03:35,0,0.21,0.046,0.021,0.066,0.05,10,0,10,782.88
06-07-2024,03:40,0,0.2,0.007,0.026,0.042,0.005,10,0,10,783.08
06-07-2024,03:45,0,0.2,0.069,0.06,0.015,0.003,10,0,10,783.28
06-07-2024,03:50,0,0.2,0.013,0.055,0.011,0.032,10,0,10,783.48
06-07-2024,03:56,0,0.2,0.032,0.01,0.07,0.052,10,0,10,783.68
06-07-2024,04:01,0,0.23,0.124,0.1,0.11,0.118,19.29775281,0,19.29775281,783.91
06-07-2024,04:06,0,0.2,0.002,0.009,0.033,0.074,19.29775281,0,19.29775281,784.11
06-07-2024,04:11,0,0.21,0.035,0.043,0.096,0.048,19.29775281,0,19.29775281,784.32
06-07-2024,04:16,0,0.2,0.053,0.081,0.065,0.072,19.29775281,0,19.29775281,784.52
06-07-2024,04:22,0,0.21,0.016,0.111,0.085,0.175,19.29775281,0,19.29775281,784.73
06-07-2024,04:28,0,0.2,0.053,0.019,0.002,0.09,19.29775281,0,19.29775281,784.93
06-07-2024,04:33,0,0.21,0.096,0.029,0.012,0.011,19.29775281,0,19.29775281,785.14
06-07-2024,04:38,0,0.2,0.042,0.064,0.088,0.021,19.29775281,0,19.29775281,785.34
06-07-2024,04:43,0,0.21,0.075,0.013,0.015,0.092,19.29775281,0,19.29775281,785.55
06-07-2024,04:48,0,0.21,0.047,0.153,0.03,0.01,19.29775281,0,19.29775281,785.76
06-07-2024,04:54,0,0.2,0.076,0.115,0.054,0.128,19.29775281,0,19.29775281,785.96
06-07-2024,04:59,0,0.21,0.078,0.003,0.007,0.068,19.29775281,0,19.29775281,786.17
06-07-2024,05:04,0,0.23,0.004,0.059,0.01,0.061,19.29775281,0,19.29775281,786.4
06-07-2024,05:09,0,0.23,0.036,0.081,0.121,0.042,19.29775281,0,19.29775281,786.63
06-07-2024,05:14,0,0.22,0.041,0.052,0.068,0.1,19.29775281,0,19.29775281,786.85
06-07-2024,05:21,0,0.23,0.009,0.023,0.029,0.114,19.29775281,0,19.29775281,787.08
06-07-2024,05:26,0,0.23,0.138,0.07,0.157,0.071,19.29775281,0,19.29775281,787.31
06-07-2024,05:31,0,0.23,0.189,0.095,0.008,0.086,24.41011236,0,24.41011236,787.54
06-07-2024,05:36,0,0.23,0.015,0.002,0.054,0.041,24.41011236,0,24.41011236,787.77
06-07-2024,05:41,0,0.22,0.032,0.043,0.028,0.077,24.41011236,0,24.41011236,787.99
06-07-2024,05:47,0,0.22,0.043,0.012,0.038,0.075,24.41011236,0,24.41011236,788.21
06-07-2024,05:52,0,0.22,0.021,0.074,0.057,0.057,24.41011236,0,24.41011236,788.43
06-07-2024,05:57,0,0.22,0.039,0.078,0.091,0.065,24.41011236,0,24.41011236,788.65
06-07-2024,06:02,0,0.23,0.028,0.086,0.013,0.07,19.29775281,0,19.29775281,788.88
06-07-2024,06:08,0,0.23,0.006,0.033,0.022,0.067,19.29775281,0,19.29775281,789.11
06-07-2024,06:13,0,0.22,0.018,0.073,0.006,0.027,19.29775281,0,19.29775281,789.33
06-07-2024,06:18,0,0.22,0.052,0.065,0.041,0.072,19.29775281,0,19.29775281,789.55
06-07-2024,06:24,0,0.23,0.008,0.021,0.097,0.061,19.29775281,0,19.29775281,789.78
06-07-2024,06:29,0,0.23,0.025,0.053,0.046,0.023,19.29775281,0,19.29775281,790.01
06-07-2024,06:35,0,0.24,0.058,0.036,0.003,0.084,19.29775281,0,19.29775281,790.25
06-07-2024,06:40,0,0.22,0.081,0.03,0.003,0.085,19.29775281,0,19.29775281,790.47
06-07-2024,06:45,0,0.21,0.044,0.017,0.026,0.065,19.29775281,0,19.29775281,790.68
06-07-2024,06:51,0,0.22,0.041,0.112,0.002,0.04,19.29775281,0,19.29775281,790.9
06-07-2024,06:56,0,0.2,0.05,0.013,0.052,0.001,19.29775281,0,19.29775281,791.1
06-07-2024,07:01,0,0.22,0.015,0.001,0.042,0.065,19.29775281,0,19.29775281,791.32
06-07-2024,07:06,0,0.22,0.015,0.1,0.056,0.02,19.29775281,0,19.29775281,791.54
06-07-2024,07:11,0,0.22,0.111,0.041,0.027,0.155,19.29775281,0,19.29775281,791.76
06-07-2024,07:17,0,0.21,0.022,0.032,0.043,0.1,19.29775281,0,19.29775281,791.97
06-07-2024,07:22,0,0.2,0.011,0.027,0.053,0.012,19.29775281,0,19.29775281,792.17
06-07-2024,07:28,0,0.21,0.05,0.044,0.049,0.052,19.29775281,0,19.29775281,792.38
06-07-2024,07:33,0,0.23,0.094,0.024,0.139,0.063,19.29775281,0,19.29775281,792.61
06-07-2024,07:38,0,0.22,0.003,0.127,0.033,0.04,19.29775281,0,19.29775281,792.83
06-07-2024,07:43,0,0.22,0.064,0.022,0.031,0.009,19.29775281,0,19.29775281,793.05
06-07-2024,07:48,0,0.22,0.051,0.141,0.01,0.047,19.29775281,0,19.29775281,793.27
06-07-2024,07:54,0,0.22,0.05,0.011,0.066,0.121,19.29775281,0,19.29775281,793.49
06-07-2024,07:59,0,0.26,0.106,0.086,0.101,0.01,19.29775281,0,19.29775281,793.75
06-07-2024,08:04,0,0.24,0.002,0.082,0.055,0.013,24.41011236,0,24.41011236,793.99
06-07-2024,08:09,0,0.27,0.06,0.133,0.079,0.192,24.41011236,0,24.41011236,794.26
06-07-2024,08:15,0,0.29,0.04,0.042,0.092,0.048,24.41011236,0,24.41011236,794.55
06-07-2024,08:20,0,0.29,0.062,0.04,0.094,0.058,24.41011236,0,24.41011236,794.84
06-07-2024,08:26,0,0.29,0.227,0.083,0.018,0.074,24.41011236,0,24.41011236,795.13
06-07-2024,08:31,0,0.27,0.018,0.001,0.068,0.064,24.41011236,0,24.41011236,795.4
06-07-2024,08:37,0,0.28,0.04,0.031,0.038,0.072,24.41011236,0,24.41011236,795.68
06-07-2024,08:42,0,0.27,0.207,0.064,0.049,0.014,24.41011236,0,24.41011236,795.95
06-07-2024,08:47,0,0.27,0.153,0.204,0.033,0.005,24.41011236,0,24.41011236,796.22
06-07-2024,08:52,0,0.27,0.036,0.076,0.061,0.027,24.41011236,0,24.41011236,796.49
06-07-2024,08:57,0,0.27,0.033,0.06,0.027,0.03,24.41011236,0,24.41011236,796.76
06-07-2024,09:03,0,0.28,0.183,0.121,0.049,0.13,24.41011236,0,24.41011236,797.04
06-07-2024,09:08,0,0.29,0.021,0.103,0.098,0.167,24.41011236,0,24.41011236,797.33
06-07-2024,09:13,0,0.3,0.003,0.059,0.084,0.003,24.41011236,0,24.41011236,797.63
06-07-2024,09:18,0,0.29,0.15,0.01,0.087,0.073,24.41011236,0,24.41011236,797.92
06-07-2024,09:23,0,0.48,0.097,0.202,0.029,0.064,24.41011236,0,24.41011236,798.4
06-07-2024,09:30,0,0.59,0.107,0.099,0.002,0.255,24.41011236,0,24.41011236,798.99
06-07-2024,09:35,0,0.33,0.103,0.173,0.225,0.044,24.41011236,0,24.41011236,799.32
06-07-2024,09:40,0,0.33,0.029,0.105,0.091,0.017,24.41011236,0,24.41011236,799.65
06-07-2024,09:45,0,0.54,0.099,0.228,0.127,0.219,24.41011236,0,24.41011236,800.19
06-07-2024,09:50,0,0.37,0.065,0.028,0.19,0.143,24.41011236,0,24.41011236,800.56
06-07-2024,09:56,0,0.35,0.068,0.136,0.041,0.002,24.41011236,0,24.41011236,800.91
06-07-2024,10:01,0,0.42,0.106,0.054,0.009,0.036,24.41011236,0,24.41011236,801.33
06-07-2024,10:06,0,0.35,0.063,0.041,0.068,0.101,24.41011236,0,24.41011236,801.68
06-07-2024,10:11,0,0.35,0.107,0.02,0.02,0.155,24.41011236,0,24.41011236,802.03
06-07-2024,10:18,0,0.37,0.053,0.172,0.108,0.034,24.41011236,0,24.41011236,802.4
06-07-2024,10:23,0,0.49,0.016,0.015,0.045,0.194,24.41011236,0,24.41011236,802.89
06-07-2024,10:23,0,0.52,0.172,0.15,0.01,0.047,24.41011236,0,24.41011236,803.41
06-07-2024,10:26,0,0.43,0.342,0.092,0.021,0.069,24.41011236,0,24.41011236,803.84
06-07-2024,10:27,0,0.44,0.151,0.136,0.114,0.361,24.41011236,0,24.41011236,804.28
06-07-2024,10:28,0,0.44,0.056,0.233,0.076,0.092,24.41011236,0,24.41011236,804.72
06-07-2024,10:33,0,0.46,0.099,0.247,0.002,0.054,24.41011236,0,24.41011236,805.18
06-07-2024,10:38,0,0.42,0.191,0.139,0.067,0.251,24.41011236,0,24.41011236,805.6
06-07-2024,10:44,0,0.37,0.002,0.049,0.097,0.022,24.41011236,0,24.41011236,805.97
06-07-2024,10:49,0,0.37,0.031,0.008,0.044,0.068,24.41011236,0,24.41011236,806.34
06-07-2024,10:54,0,0.36,0.298,0.019,0.082,0.02,24.41011236,0,24.41011236,806.7
06-07-2024,10:59,0,0.39,0.13,0.158,0.195,0.003,24.41011236,0,24.41011236,807.09
06-07-2024,11:05,0,0.41,0.033,0.301,0.071,0.055,24.41011236,0,24.41011236,807.5
06-07-2024,11:10,0,0.41,0.05,0.161,0.149,0.179,24.41011236,0,24.41011236,807.91
06-07-2024,11:15,0,0.41,0.035,0.217,0.001,0.018,24.41011236,0,24.41011236,808.32
06-07-2024,11:21,0,0.42,0.195,0.042,0.088,0.195,24.41011236,0,24.41011236,808.74
06-07-2024,11:27,0,0.42,0.027,0.219,0.024,0.02,24.41011236,0,24.41011236,809.16
06-07-2024,11:32,0,0.45,0.053,0.092,0.112,0.222,24.41011236,0,24.41011236,809.61
06-07-2024,11:34,0,0.47,0.207,0.051,0.051,0.27,24.41011236,0,24.41011236,810.08
06-07-2024,11:37,0,0.48,0.222,0.006,0.122,0.132,24.41011236,0,24.41011236,810.56
06-07-2024,11:42,0,0.46,0.092,0.024,0.089,0.306,24.41011236,0,24.41011236,811.02
06-07-2024,11:47,0,0.46,0.008,0.322,0.003,0.177,24.41011236,0,24.41011236,811.48
06-07-2024,11:52,0,0.44,0.05,0.291,0.217,0.334,24.41011236,0,24.41011236,811.92
06-07-2024,11:57,0,0.44,0.277,0.151,0.028,0.043,24.41011236,0,24.41011236,812.36
06-07-2024,12:03,0,0.44,0.243,0.032,0.145,0.083,24.41011236,0,24.41011236,812.8
06-07-2024,12:08,0,0.35,0.01,0.007,0.189,0.195,24.41011236,0,24.41011236,813.15
06-07-2024,12:11,0,0.32,0.036,0.014,0.15,0.094,24.41011236,0,24.41011236,813.47
06-07-2024,12:12,0,0.37,0.102,0.029,0.118,0.245,24.41011236,0,24.41011236,813.84
06-07-2024,12:13,0,0.37,0.004,0.035,0.092,0.043,24.41011236,0,24.41011236,814.21
06-07-2024,12:19,0,0.38,0.135,0.034,0.026,0.071,24.41011236,0,24.41011236,814.59
06-07-2024,12:25,0,0.39,0.149,0.126,0.225,0.047,24.41011236,0,24.41011236,814.98
06-07-2024,12:30,0,0.4,0.056,0.085,0.115,0.179,24.41011236,0,24.41011236,815.38
06-07-2024,12:36,0,0.41,0.066,0.152,0.057,0.104,24.41011236,0,24.41011236,815.79
06-07-2024,12:37,0,0.42,0.039,0.135,0.175,0.091,24.41011236,0,24.41011236,816.21
06-07-2024,12:38,0,0.42,0.057,0.056,0.027,0.166,24.41011236,0,24.41011236,816.63
06-07-2024,12:41,0,0.42,0.169,0.221,0.125,0.012,24.41011236,0,24.41011236,817.05
06-07-2024,12:42,0,0.38,0.302,0.26,0.071,0.23,24.41011236,0,24.41011236,817.43
06-07-2024,12:46,0,0.41,0.154,0.005,0.05,0.025,19.29775281,0,19.29775281,817.84
06-07-2024,12:51,0,0.42,0.108,0.08,0.159,0.082,19.29775281,0,19.29775281,818.26
06-07-2024,12:57,0,0.4,0.054,0.226,0.014,0.043,19.29775281,0,19.29775281,818.66
06-07-2024,13:02,0,0.41,0.208,0.272,0.062,0.111,19.29775281,0,19.29775281,819.07
06-07-2024,13:07,0,0.42,0.017,0.036,0.216,0.047,19.29775281,0,19.29775281,819.49
06-07-2024,13:12,0,0.42,0.014,0.106,0.258,0.028,19.29775281,0,19.29775281,819.91
06-07-2024,13:19,0,0.43,0.014,0.055,0.075,0.079,19.29775281,0,19.29775281,820.34
06-07-2024,13:24,0,0.43,0.022,0.011,0.056,0.048,19.29775281,0,19.29775281,820.77
06-07-2024,13:29,0,0.42,0.173,0.285,0.087,0.051,19.29775281,0,19.29775281,821.19
06-07-2024,13:34,0,0.42,0.086,0.32,0.052,0.037,19.29775281,0,19.29775281,821.61
06-07-2024,13:40,0,0.67,0.156,0.016,0.057,0.013,19.29775281,0,19.29775281,822.28
06-07-2024,13:44,0,0.4,0.195,0.088,0.064,0.053,19.29775281,0,19.29775281,822.68
06-07-2024,13:50,0,0.4,0.175,0.216,0.057,0.062,19.29775281,0,19.29775281,823.08
06-07-2024,13:55,0,0.4,0.155,0.025,0.021,0.011,19.29775281,0,19.29775281,823.48
06-07-2024,14:00,0,0.42,0.013,0.226,0.068,0.006,19.29775281,0,19.29775281,823.9
06-07-2024,14:01,0,0.4,0.019,0.051,0.013,0.092,19.29775281,0,19.29775281,824.3
